Time[ms]; Pressure [Pa]; Approx altitude [m]; Temperature [degC]; accX [m/s2]; accY [m/s2]; accZ [m/s2]; rotX [rad/s]; rotY [rad/s]; rotZ [rad/s]; magX [uT]; magY [uT]; magZ [uT]; roll [deg]; pitch [deg]; heading [deg]; tempMPU [degC]; Satellites []; Date [yyyy-mm-dd]; Time [hh:mm:ss]; Latitude [deg]; Longitude [deg]; Relative X [m]; Relative Y [m]; Altitude [m]; delta pressure [Pa]; speed [m/s]; tempPitot [degC]; Angle [deg]; Ch0   ; Ch1   ; Ch2   ; Ch3   ; Ch4   ; Ch5   ; Ch6   ; Ch7   ; Ch8   ; Ch9   ; 
  806549;        101882; -46.32             ;               33.3; 0.345      ; -0.536     ; -10.377    ; 0.019       ; -0.003      ; -0.009      ; 14.408   ; 13.443   ; 16.985   ; 1.3       ; -0.3       ;         224.4;           35.1;            12; 2025-05-13       ; 15:42:27       ;      51.935627;        4.194646; -11955.041992 ; -6888.889160  ;          5.5; 48.92              ;        9.01;             29.3;       17.49; 102.00; 412.00; 411.00; 308.00; 412.00; 102.00; 103.00; 205.00; 102.00; 205.00; 
  806749;        101881; -46.27             ;               33.4; 0.311      ; -0.508     ; -10.314    ; 0.022       ; -0.003      ; -0.010      ; 14.408   ; 13.443   ; 16.985   ; 1.3       ; -0.3       ;         224.4;           35.2;            12; 2025-05-13       ; 15:42:27       ;      51.935627;        4.194646; -11955.041992 ; -6888.889160  ;          5.5; 48.92              ;        9.01;             29.3;       17.49; 102.00; 412.00; 411.00; 308.00; 412.00; 102.00; 103.00; 205.00; 102.00; 205.00; 
  806949;        101881; -46.22             ;               33.3; 0.326      ; -0.637     ; -10.434    ; 0.029       ; 0.002       ; -0.017      ; 14.408   ; 13.443   ; 16.985   ; 1.4       ; -0.4       ;         224.3;           35.2;            12; 2025-05-13       ; 15:42:27       ;      51.935627;        4.194646; -11955.041992 ; -6888.889160  ;          5.5; 46.82              ;        8.82;             29.3;       17.49; 102.00; 412.00; 411.00; 308.00; 412.00; 102.00; 103.00; 205.00; 102.00; 205.00; 
  807149;        101883; -46.43             ;               33.3; 0.508      ; -0.460     ; -10.741    ; 0.000       ; -0.001      ; -0.010      ; 14.408   ; 13.443   ; 16.985   ; 1.4       ; -0.4       ;         224.2;           35.2;            12; 2025-05-13       ; 15:42:28       ;      51.935627;        4.194647; -11955.007813 ; -6888.870605  ;          5.5; 46.82              ;        8.82;             29.3;       17.49; 102.00; 412.00; 411.00; 308.00; 412.00; 102.00; 103.00; 205.00; 102.00; 205.00; 
  807349;        101881; -46.27             ;               33.3; 0.225      ; -0.168     ; -9.606     ; -0.011      ; -0.019      ; 0.016       ; 14.408   ; 13.443   ; 16.985   ; 1.3       ; -0.4       ;         224.2;           35.2;            12; 2025-05-13       ; 15:42:28       ;      51.935627;        4.194647; -11955.007813 ; -6888.870605  ;          5.5; 44.72              ;        8.62;             29.3;       17.49; 102.00; 412.00; 411.00; 308.00; 412.00; 102.00; 103.00; 205.00; 102.00; 205.00; 
  807549;        101882; -46.33             ;               33.3; 0.283      ; -0.532     ; -10.496    ; 0.009       ; -0.040      ; 0.004       ; 14.408   ; 13.443   ; 16.985   ; 1.4       ; -0.5       ;         224.1;           35.2;            12; 2025-05-13       ; 15:42:28       ;      51.935627;        4.194647; -11955.007813 ; -6888.870605  ;          5.5; 46.82              ;        8.82;             29.3;       17.49; 102.00; 412.00; 411.00; 308.00; 412.00; 102.00; 103.00; 205.00; 102.00; 205.00; 
  807749;        101883; -46.43             ;               33.3; -0.077     ; -0.302     ; -10.664    ; -0.070      ; -0.013      ; 0.023       ; 14.408   ; 13.443   ; 16.985   ; 1.3       ; -0.4       ;         224.0;           35.2;            12; 2025-05-13       ; 15:42:28       ;      51.935627;        4.194647; -11955.007813 ; -6888.870605  ;          5.5; 44.72              ;        8.62;             29.3;       17.49; 102.00; 412.00; 411.00; 308.00; 412.00; 102.00; 103.00; 205.00; 102.00; 205.00; 
  807949;        101888; -46.82             ;               33.3; 0.196      ; -0.038     ; -9.429     ; -0.050      ; 0.011       ; 0.052       ; 15.638   ; 10.082   ; 17.155   ; 1.0       ; -0.2       ;         223.7;           35.2;            12; 2025-05-13       ; 15:42:28       ;      51.935627;        4.194647; -11955.007813 ; -6888.870605  ;          5.5; 47.87              ;        8.92;             29.3;       17.49; 102.00; 412.00; 411.00; 308.00; 412.00; 102.00; 103.00; 205.00; 102.00; 205.00; 
  808149;        101887; -46.73             ;               33.3; 0.603      ; 0.000      ; -10.113    ; 0.069       ; 0.019       ; 0.027       ; 13.354   ; 12.735   ; 15.966   ; 1.0       ; -0.4       ;         223.7;           35.2;            12; 2025-05-13       ; 15:42:29       ;      51.935627;        4.194647; -11954.973633 ; -6888.889160  ;          5.6; 48.92              ;        9.01;             29.3;       17.49; 100.00; 413.00; 409.00; 308.00; 412.00; 102.00; 103.00; 205.00; 102.00; 205.00; 
  808349;        101888; -46.84             ;               33.3; 0.450      ; -0.249     ; -10.616    ; 0.038       ; -0.012      ; -0.038      ; 13.354   ; 12.735   ; 15.966   ; 1.0       ; -0.5       ;         223.7;           35.2;            12; 2025-05-13       ; 15:42:29       ;      51.935627;        4.194647; -11954.973633 ; -6888.889160  ;          5.6; 47.87              ;        8.92;             29.3;       17.49; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  808549;        101887; -46.72             ;               33.3; -0.019     ; -0.163     ; -10.094    ; 0.042       ; -0.004      ; -0.036      ; 13.354   ; 12.735   ; 15.966   ; 1.0       ; -0.4       ;         223.6;           35.1;            12; 2025-05-13       ; 15:42:29       ;      51.935627;        4.194647; -11954.973633 ; -6888.889160  ;          5.6; 47.87              ;        8.92;             29.3;       17.49; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  808749;        101884; -46.44             ;               33.3; 0.057      ; -0.397     ; -10.870    ; -0.022      ; -0.016      ; 0.015       ; 13.354   ; 12.735   ; 15.966   ; 1.0       ; -0.4       ;         223.6;           35.2;            12; 2025-05-13       ; 15:42:29       ;      51.935627;        4.194647; -11954.973633 ; -6888.889160  ;          5.6; 48.92              ;        9.01;             29.3;       17.49; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  808949;        101883; -46.36             ;               33.3; 0.374      ; 0.101      ; -9.519     ; -0.002      ; 0.011       ; 0.017       ; 13.354   ; 12.735   ; 15.966   ; 0.9       ; -0.5       ;         223.6;           35.2;            12; 2025-05-13       ; 15:42:29       ;      51.935627;        4.194647; -11954.973633 ; -6888.889160  ;          5.6; 46.82              ;        8.82;             29.3;       17.49; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  809149;        101881; -46.26             ;               33.3; 0.354      ; -0.196     ; -10.362    ; 0.023       ; -0.019      ; 0.009       ; 13.354   ; 12.735   ; 15.966   ; 0.9       ; -0.5       ;         223.6;           35.2;            12; 2025-05-13       ; 15:42:30       ;      51.935627;        4.194648; -11954.951172 ; -6888.926270  ;          5.6; 43.66              ;        8.52;             29.3;       17.49; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  809349;        101882; -46.32             ;               33.3; 0.378      ; -0.091     ; -9.931     ; 0.060       ; 0.019       ; -0.030      ; 13.354   ; 12.735   ; 15.966   ; 0.9       ; -0.6       ;         223.5;           35.2;            12; 2025-05-13       ; 15:42:30       ;      51.935627;        4.194648; -11954.951172 ; -6888.926270  ;          5.6; 47.87              ;        8.92;             29.3;       17.49; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  809549;        101884; -46.45             ;               33.3; 0.192      ; -0.072     ; -9.903     ; 0.066       ; -0.011      ; -0.023      ; 13.354   ; 12.735   ; 15.966   ; 0.8       ; -0.6       ;         223.5;           35.2;            12; 2025-05-13       ; 15:42:30       ;      51.935627;        4.194648; -11954.951172 ; -6888.926270  ;          5.6; 44.72              ;        8.62;             29.3;       17.49; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  809749;        101886; -46.64             ;               33.3; 0.172      ; -0.517     ; -10.444    ; 0.002       ; -0.010      ; 0.000       ; 13.354   ; 12.735   ; 15.966   ; 0.9       ; -0.6       ;         223.5;           35.2;            12; 2025-05-13       ; 15:42:30       ;      51.935627;        4.194648; -11954.951172 ; -6888.926270  ;          5.6; 46.82              ;        8.82;             29.3;       17.49; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  809949;        101882; -46.33             ;               33.3; 0.436      ; -0.426     ; -9.845     ; 0.066       ; 0.040       ; -0.021      ; 13.354   ; 12.735   ; 15.966   ; 1.0       ; -0.7       ;         223.5;           35.2;            12; 2025-05-13       ; 15:42:30       ;      51.935627;        4.194648; -11954.951172 ; -6888.926270  ;          5.6; 44.72              ;        8.62;             29.3;       17.49; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  810149;        101882; -46.28             ;               33.3; 0.254      ; -0.872     ; -10.913    ; 0.047       ; -0.015      ; -0.006      ; 13.354   ; 12.735   ; 15.966   ; 1.2       ; -0.7       ;         223.4;           35.2;            12; 2025-05-13       ; 15:42:31       ;      51.935627;        4.194648; -11954.916992 ; -6888.963379  ;          5.6; 46.82              ;        8.82;             29.3;       17.49; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 411.00; 102.00; 205.00; 
  810349;        101882; -46.33             ;               33.3; 0.517      ; -0.445     ; -10.310    ; 0.023       ; 0.017       ; -0.007      ; 13.354   ; 12.735   ; 15.966   ; 1.2       ; -0.8       ;         223.4;           35.2;            12; 2025-05-13       ; 15:42:31       ;      51.935627;        4.194648; -11954.916992 ; -6888.963379  ;          5.6; 46.82              ;        8.82;             29.3;       17.49; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 411.00; 102.00; 205.00; 
  810549;        101880; -46.16             ;               33.3; 0.215      ; -0.441     ; -10.281    ; 0.018       ; -0.018      ; -0.012      ; 13.354   ; 12.735   ; 15.966   ; 1.3       ; -0.8       ;         223.4;           35.2;            12; 2025-05-13       ; 15:42:31       ;      51.935627;        4.194648; -11954.916992 ; -6888.963379  ;          5.6; 48.92              ;        9.01;             29.3;       17.49; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 411.00; 102.00; 205.00; 
  810749;        101882; -46.28             ;               33.3; 0.474      ; -0.536     ; -10.343    ; 0.020       ; 0.006       ; -0.011      ; 13.354   ; 12.735   ; 15.966   ; 1.3       ; -0.9       ;         223.4;           35.2;            12; 2025-05-13       ; 15:42:31       ;      51.935627;        4.194648; -11954.916992 ; -6888.963379  ;          5.6; 46.82              ;        8.82;             29.3;       17.49; 412.00; 308.00; 410.00; 102.00; 101.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  810949;        101883; -46.42             ;               33.3; 0.225      ; -0.479     ; -10.329    ; 0.020       ; -0.007      ; -0.007      ; 13.354   ; 12.735   ; 15.966   ; 1.4       ; -0.9       ;         223.3;           35.2;            12; 2025-05-13       ; 15:42:31       ;      51.935627;        4.194648; -11954.916992 ; -6888.963379  ;          5.6; 44.72              ;        8.62;             29.3;       17.49; 412.00; 308.00; 410.00; 102.00; 101.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  811149;        101883; -46.35             ;               33.3; 0.383      ; -0.517     ; -10.310    ; 0.019       ; -0.004      ; -0.009      ; 14.408   ; 12.382   ; 16.306   ; 1.4       ; -0.9       ;         223.2;           35.2;            12; 2025-05-13       ; 15:42:32       ;      51.935627;        4.194648; -11954.905273 ; -6888.963379  ;          5.6; 48.92              ;        9.01;             29.3;       17.49; 412.00; 308.00; 410.00; 102.00; 101.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  811349;        101882; -46.30             ;               33.3; 0.278      ; -0.498     ; -10.252    ; 0.021       ; -0.001      ; -0.006      ; 14.408   ; 12.382   ; 16.306   ; 1.4       ; -0.8       ;         223.1;           35.2;            12; 2025-05-13       ; 15:42:32       ;      51.935627;        4.194648; -11954.905273 ; -6888.963379  ;          5.6; 44.72              ;        8.62;             29.3;       17.49; 412.00; 308.00; 410.00; 102.00; 101.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  811549;        101885; -46.60             ;               33.3; 0.354      ; -0.493     ; -10.266    ; 0.018       ; -0.005      ; -0.005      ; 14.408   ; 12.382   ; 16.306   ; 1.4       ; -0.8       ;         223.0;           35.2;            12; 2025-05-13       ; 15:42:32       ;      51.935627;        4.194648; -11954.905273 ; -6888.963379  ;          5.6; 46.82              ;        8.82;             29.3;       17.49; 412.00; 308.00; 410.00; 102.00; 101.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  811749;        101883; -46.40             ;               33.3; 0.330      ; -0.503     ; -10.405    ; 0.019       ; 0.002       ; -0.009      ; 14.408   ; 12.382   ; 16.306   ; 1.4       ; -0.8       ;         222.9;           35.2;            12; 2025-05-13       ; 15:42:32       ;      51.935627;        4.194648; -11954.905273 ; -6888.963379  ;          5.6; 46.82              ;        8.82;             29.3;       17.49; 412.00; 308.00; 410.00; 102.00; 101.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  811949;        101882; -46.35             ;               33.3; 0.326      ; -0.469     ; -10.334    ; 0.020       ; 0.000       ; -0.011      ; 14.408   ; 12.382   ; 16.306   ; 1.4       ; -0.8       ;         222.8;           35.2;            12; 2025-05-13       ; 15:42:32       ;      51.935627;        4.194648; -11954.905273 ; -6888.963379  ;          5.6; 47.87              ;        8.92;             29.3;       17.49; 412.00; 308.00; 410.00; 102.00; 101.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  812149;        101882; -46.31             ;               33.3; 0.330      ; -0.498     ; -10.348    ; 0.021       ; 0.000       ; -0.005      ; 14.408   ; 12.382   ; 16.306   ; 1.4       ; -0.8       ;         222.7;           35.2;            12; 2025-05-13       ; 15:42:33       ;      51.935627;        4.194649; -11954.893555 ; -6888.981934  ;          5.7; 47.87              ;        8.92;             29.3;       17.49; 412.00; 308.00; 410.00; 102.00; 101.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  812349;        101883; -46.40             ;               33.3; 0.330      ; -0.450     ; -10.295    ; 0.021       ; -0.001      ; -0.010      ; 14.408   ; 12.382   ; 16.306   ; 1.4       ; -0.8       ;         222.6;           35.2;            12; 2025-05-13       ; 15:42:33       ;      51.935627;        4.194649; -11954.893555 ; -6888.981934  ;          5.7; 44.72              ;        8.62;             29.3;       17.49; 102.00; 205.00; 823.00; 720.00; 942.00; 722.00; 205.00; 101.00; 103.00; 101.00; 
