Time[ms]; Pressure [Pa]; Approx altitude [m]; Temperature [degC]; accX [m/s2]; accY [m/s2]; accZ [m/s2]; rotX [rad/s]; rotY [rad/s]; rotZ [rad/s]; magX [uT]; magY [uT]; magZ [uT]; roll [deg]; pitch [deg]; heading [deg]; tempMPU [degC]; Satellites []; Date [yyyy-mm-dd]; Time [hh:mm:ss]; Latitude [deg]; Longitude [deg]; Relative X [m]; Relative Y [m]; Altitude [m]; delta pressure [Pa]; speed [m/s]; tempPitot [degC]; Angle [deg]; Ch0   ; Ch1   ; Ch2   ; Ch3   ; Ch4   ; Ch5   ; Ch6   ; Ch7   ; Ch8   ; Ch9   ; 
  989549;         99703; 135.90             ;               31.8; 1.298      ; -1.231     ; -9.955     ; 0.146       ; 0.150       ; 0.020       ; 27.411   ; -4.599   ; 9.851    ; 9.9       ; -6.2       ;         160.4;           33.9;            12; 2025-05-13       ; 15:45:30       ;      51.936855;        4.196223; -11846.968750 ; -6752.189941  ;        204.2; -136.25            ;       15.04;             26.9;       28.92; 412.00; 308.00; 411.00; 103.00; 103.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  989749;         99700; 136.16             ;               31.8; 1.796      ; -1.958     ; -9.845     ; 0.173       ; -0.077      ; 0.092       ; 27.411   ; -4.599   ; 9.851    ; 10.0      ; -6.4       ;         160.7;           33.8;            12; 2025-05-13       ; 15:45:30       ;      51.936855;        4.196223; -11846.968750 ; -6752.189941  ;        204.2; -222.52            ;       19.23;             26.9;       28.92; 412.00; 308.00; 411.00; 103.00; 103.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  989949;         99693; 136.70             ;               31.7; 0.891      ; -0.848     ; -6.067     ; 0.098       ; -0.027      ; 0.173       ; 27.411   ; -4.599   ; 9.851    ; 10.0      ; -6.4       ;         161.0;           33.8;            12; 2025-05-13       ; 15:45:30       ;      51.936855;        4.196223; -11846.968750 ; -6752.189941  ;        204.2; -194.12            ;       17.96;             26.9;       28.74; 102.00; 411.00; 102.00; 103.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 
  990149;         99690; 136.98             ;               31.8; 0.757      ; -2.016     ; -7.379     ; 0.211       ; -0.001      ; 0.174       ; -0.351   ; 1.415    ; 26.497   ; 10.1      ; -6.5       ;         161.0;           33.8;            12; 2025-05-13       ; 15:45:31       ;      51.936970;        4.196403; -11834.643555 ; -6739.536621  ;        204.9; -177.28            ;       17.16;             26.9;       28.74; 102.00; 102.00; 102.00; 207.00; 102.00; 102.00; 307.00; 411.00; 308.00; 411.00; 
  990349;         99694; 136.64             ;               31.7; 0.709      ; -0.575     ; -8.495     ; 0.051       ; -0.061      ; 0.109       ; -0.351   ; 1.415    ; 26.497   ; 9.6       ; -6.6       ;         161.0;           33.8;            12; 2025-05-13       ; 15:45:31       ;      51.936970;        4.196403; -11834.643555 ; -6739.536621  ;        204.9; -188.86            ;       17.71;             26.9;       28.83; 102.00; 102.00; 102.00; 207.00; 102.00; 102.00; 307.00; 411.00; 308.00; 411.00; 
  990549;         99691; 136.89             ;               31.7; 1.245      ; 0.072      ; -8.025     ; 0.010       ; -0.056      ; 0.100       ; -0.351   ; 1.415    ; 26.497   ; 8.9       ; -6.8       ;         161.0;           33.8;            12; 2025-05-13       ; 15:45:31       ;      51.936970;        4.196403; -11834.643555 ; -6739.536621  ;        204.9; -175.18            ;       17.06;             26.9;       28.92; 102.00; 102.00; 102.00; 207.00; 102.00; 102.00; 307.00; 411.00; 308.00; 411.00; 
  990749;         99692; 136.79             ;               31.7; 0.445      ; -0.575     ; -7.992     ; 0.157       ; -0.005      ; 0.109       ; -0.351   ; 1.415    ; 26.497   ; 8.5       ; -6.7       ;         161.0;           33.8;            12; 2025-05-13       ; 15:45:31       ;      51.936970;        4.196403; -11834.643555 ; -6739.536621  ;        204.9; -178.33            ;       17.21;             26.9;       28.92; 102.00; 102.00; 102.00; 207.00; 102.00; 102.00; 307.00; 411.00; 308.00; 411.00; 
  990949;         99688; 137.19             ;               31.7; 0.651      ; 0.043      ; -6.948     ; 0.050       ; -0.001      ; 0.088       ; -0.351   ; 1.415    ; 26.497   ; 8.0       ; -6.7       ;         161.1;           33.8;            12; 2025-05-13       ; 15:45:31       ;      51.936970;        4.196403; -11834.643555 ; -6739.536621  ;        204.9; -174.13            ;       17.01;             26.9;       28.83; 102.00; 102.00; 102.00; 207.00; 102.00; 102.00; 307.00; 411.00; 308.00; 411.00; 
  991149;         99689; 137.03             ;               31.7; 0.666      ; -1.590     ; -9.788     ; 0.168       ; 0.037       ; 0.042       ; -0.351   ; 1.415    ; 26.497   ; 7.9       ; -6.7       ;         161.1;           33.8;            12; 2025-05-13       ; 15:45:32       ;      51.937077;        4.196575; -11822.888672 ; -6727.718262  ;        205.3; -164.66            ;       16.54;             26.9;       28.92; 102.00; 102.00; 102.00; 207.00; 102.00; 102.00; 307.00; 411.00; 308.00; 411.00; 
  991349;         99692; 136.85             ;               31.7; 0.838      ; 0.374      ; -7.556     ; -0.187      ; -0.025      ; 0.000       ; -0.351   ; 1.415    ; 26.497   ; 7.2       ; -6.7       ;         161.1;           33.8;            12; 2025-05-13       ; 15:45:32       ;      51.937077;        4.196575; -11822.888672 ; -6727.718262  ;        205.3; -177.28            ;       17.16;             26.9;       29.00; 102.00; 102.00; 102.00; 207.00; 102.00; 102.00; 307.00; 411.00; 308.00; 411.00; 
  991549;         99693; 136.76             ;               31.7; 0.086      ; -1.183     ; -8.787     ; 0.098       ; -0.016      ; -0.011      ; -0.351   ; 1.415    ; 26.497   ; 7.2       ; -6.5       ;         161.1;           33.8;            12; 2025-05-13       ; 15:45:32       ;      51.937077;        4.196575; -11822.888672 ; -6727.718262  ;        205.3; -173.07            ;       16.96;             26.9;       29.00; 102.00; 412.00; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 101.00; 205.00; 
  991749;         99697; 136.42             ;               31.6; 0.316      ; -1.202     ; -8.116     ; 0.036       ; -0.022      ; -0.017      ; -0.351   ; 1.415    ; 26.497   ; 7.2       ; -6.3       ;         161.1;           33.8;            12; 2025-05-13       ; 15:45:32       ;      51.937077;        4.196575; -11822.888672 ; -6727.718262  ;        205.3; -173.07            ;       16.96;             26.9;       28.92; 411.00; 308.00; 411.00; 103.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  991949;         99700; 136.14             ;               31.6; 1.279      ; -1.695     ; -9.855     ; 0.128       ; -0.131      ; -0.010      ; -0.351   ; 1.415    ; 26.497   ; 7.2       ; -6.4       ;         161.1;           33.8;            12; 2025-05-13       ; 15:45:32       ;      51.937077;        4.196575; -11822.888672 ; -6727.718262  ;        205.3; -175.18            ;       17.06;             26.9;       28.92; 411.00; 308.00; 411.00; 103.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  992149;         99707; 135.56             ;               31.6; 0.364      ; -0.393     ; -9.203     ; 0.016       ; -0.165      ; -0.006      ; -0.351   ; 1.415    ; 26.497   ; 6.9       ; -6.2       ;         161.1;           33.8;            12; 2025-05-13       ; 15:45:33       ;      51.937172;        4.196743; -11811.397461 ; -6716.864746  ;        203.8; -174.13            ;       17.01;             26.9;       28.92; 411.00; 308.00; 411.00; 103.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  992349;         99708; 135.43             ;               31.6; -0.005     ; -0.795     ; -7.446     ; 0.195       ; -0.076      ; -0.031      ; -0.351   ; 1.415    ; 26.497   ; 6.8       ; -5.9       ;         161.1;           33.8;            12; 2025-05-13       ; 15:45:33       ;      51.937172;        4.196743; -11811.397461 ; -6716.864746  ;        203.8; -164.66            ;       16.54;             26.9;       29.00; 411.00; 308.00; 411.00; 103.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  992549;         99711; 135.20             ;               31.6; 0.148      ; -1.820     ; -9.529     ; 0.193       ; -0.066      ; -0.075      ; -0.351   ; 1.415    ; 26.497   ; 6.9       ; -5.7       ;         161.1;           33.8;            12; 2025-05-13       ; 15:45:33       ;      51.937172;        4.196743; -11811.397461 ; -6716.864746  ;        203.8; -164.66            ;       16.54;             26.9;       29.09; 411.00; 308.00; 411.00; 103.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  992749;         99721; 134.34             ;               31.6; 0.685      ; -1.144     ; -9.965     ; 0.107       ; -0.079      ; -0.088      ; -0.351   ; 1.415    ; 26.497   ; 6.8       ; -5.7       ;         161.1;           33.8;            12; 2025-05-13       ; 15:45:33       ;      51.937172;        4.196743; -11811.397461 ; -6716.864746  ;        203.8; -172.02            ;       16.90;             26.9;       29.09; 411.00; 308.00; 411.00; 103.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  992949;         99725; 134.05             ;               31.6; 0.034      ; 0.474      ; -6.225     ; -0.045      ; -0.040      ; -0.059      ; -0.351   ; 1.415    ; 26.497   ; 6.2       ; -5.4       ;         161.2;           33.8;            12; 2025-05-13       ; 15:45:33       ;      51.937172;        4.196743; -11811.397461 ; -6716.864746  ;        203.8; -182.54            ;       17.41;             26.9;       29.00; 411.00; 308.00; 411.00; 103.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  993149;         99737; 133.01             ;               31.6; 0.915      ; -0.771     ; -8.998     ; -0.033      ; -0.063      ; -0.058      ; 7.380    ; 8.844    ; 20.382   ; 7.2       ; -5.6       ;         161.6;           33.8;            12; 2025-05-13       ; 15:45:34       ;      51.937271;        4.196917; -11799.437500 ; -6706.048340  ;        201.1; -185.70            ;       17.56;             26.9;       29.00; 411.00; 308.00; 411.00; 103.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  993349;         99741; 132.72             ;               31.6; 0.560      ; -1.106     ; -9.069     ; 0.071       ; -0.165      ; -0.079      ; 10.015   ; 8.667    ; 20.212   ; 8.2       ; -5.6       ;         162.2;           33.7;            12; 2025-05-13       ; 15:45:34       ;      51.937271;        4.196917; -11799.437500 ; -6706.048340  ;        201.1; -182.54            ;       17.41;             26.9;       29.00; 411.00; 308.00; 411.00; 103.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
  993549;         99749; 132.04             ;               31.6; 0.623      ; -1.719     ; -9.409     ; 0.145       ; -0.104      ; -0.062      ; 10.015   ; 8.667    ; 20.212   ; 9.3       ; -5.5       ;         162.7;           33.8;            12; 2025-05-13       ; 15:45:34       ;      51.937271;        4.196917; -11799.437500 ; -6706.048340  ;        201.1; -184.65            ;       17.51;             26.9;       28.92; 102.00; 205.00; 102.00; 411.00; 102.00; 102.00; 102.00; 411.00; 102.00; 411.00; 
  993749;         99764; 130.74             ;               31.6; 0.766      ; -1.657     ; -11.282    ; 0.088       ; -0.190      ; -0.034      ; 10.015   ; 8.667    ; 20.212   ; 10.2      ; -5.5       ;         163.2;           33.8;            12; 2025-05-13       ; 15:45:34       ;      51.937271;        4.196917; -11799.437500 ; -6706.048340  ;        201.1; -184.65            ;       17.51;             26.9;       29.00; 102.00; 205.00; 102.00; 411.00; 102.00; 102.00; 102.00; 411.00; 102.00; 411.00; 
  993949;         99777; 129.67             ;               31.6; 1.053      ; -1.001     ; -11.239    ; 0.037       ; 0.009       ; -0.005      ; 10.015   ; 8.667    ; 20.212   ; 10.8      ; -5.5       ;         163.6;           33.8;            12; 2025-05-13       ; 15:45:34       ;      51.937271;        4.196917; -11799.437500 ; -6706.048340  ;        201.1; -207.79            ;       18.58;             26.9;       29.36; 411.00; 308.00; 411.00; 102.00; 102.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  994149;         99782; 129.21             ;               31.6; -0.431     ; 0.757      ; -10.606    ; -0.191      ; -0.046      ; -0.054      ; 10.015   ; 8.667    ; 20.212   ; 10.9      ; -5.2       ;         164.1;           33.8;            12; 2025-05-13       ; 15:45:35       ;      51.937370;        4.197096; -11787.180664 ; -6694.786621  ;        196.7; -217.26            ;       19.00;             26.9;       29.53; 411.00; 308.00; 411.00; 102.00; 102.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  994349;         99785; 128.97             ;               31.6; 0.565      ; -1.460     ; -9.759     ; 0.038       ; -0.103      ; -0.037      ; 10.015   ; 8.667    ; 20.212   ; 11.6      ; -5.1       ;         164.6;           33.7;            12; 2025-05-13       ; 15:45:35       ;      51.937370;        4.197096; -11787.180664 ; -6694.786621  ;        196.7; -215.16            ;       18.91;             26.9;       29.18; 411.00; 308.00; 411.00; 102.00; 102.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  994549;         99791; 128.47             ;               31.6; 0.828      ; -1.724     ; -7.006     ; -0.016      ; 0.061       ; 0.006       ; 10.015   ; 8.667    ; 20.212   ; 12.5      ; -5.2       ;         164.9;           33.8;            12; 2025-05-13       ; 15:45:35       ;      51.937370;        4.197096; -11787.180664 ; -6694.786621  ;        196.7; -227.78            ;       19.45;             26.9;       29.00; 411.00; 308.00; 411.00; 102.00; 102.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  994749;         99806; 127.21             ;               31.6; 0.713      ; 1.020      ; -9.572     ; -0.315      ; 0.059       ; -0.063      ; 10.894   ; 9.905    ; 18.004   ; 12.5      ; -5.3       ;         165.6;           33.7;            12; 2025-05-13       ; 15:45:35       ;      51.937370;        4.197096; -11787.180664 ; -6694.786621  ;        196.7; -239.36            ;       19.94;             26.9;       29.00; 411.00; 308.00; 411.00; 102.00; 102.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  994949;         99821; 125.93             ;               31.6; 0.646      ; 0.369      ; -10.956    ; -0.058      ; 0.151       ; -0.127      ; 10.894   ; 9.905    ; 18.004   ; 12.7      ; -5.3       ;         166.2;           33.7;            12; 2025-05-13       ; 15:45:35       ;      51.937370;        4.197096; -11787.180664 ; -6694.786621  ;        196.7; -244.62            ;       20.16;             26.9;       29.09; 411.00; 308.00; 411.00; 102.00; 102.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  995149;         99826; 125.51             ;               31.6; 0.570      ; -2.035     ; -10.075    ; 0.231       ; 0.052       ; -0.151      ; 10.894   ; 9.905    ; 18.004   ; 13.5      ; -5.3       ;         166.8;           33.7;            12; 2025-05-13       ; 15:45:36       ;      51.937489;        4.197278; -11774.707031 ; -6682.021973  ;        192.2; -245.67            ;       20.20;             26.9;       29.00; 411.00; 308.00; 411.00; 102.00; 102.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  995349;         99837; 124.65             ;               31.5; 0.991      ; -1.207     ; -10.693    ; 0.001       ; -0.015      ; -0.136      ; 10.894   ; 9.905    ; 18.004   ; 14.0      ; -5.4       ;         167.4;           33.7;            12; 2025-05-13       ; 15:45:36       ;      51.937489;        4.197278; -11774.707031 ; -6682.021973  ;        192.2; -250.93            ;       20.42;             26.9;       28.92; 411.00; 308.00; 411.00; 102.00; 102.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  995549;         99846; 123.84             ;               31.5; 1.121      ; 0.508      ; -9.079     ; -0.195      ; 0.039       ; -0.093      ; 10.894   ; 9.905    ; 18.004   ; 14.0      ; -5.5       ;         167.9;           33.7;            12; 2025-05-13       ; 15:45:36       ;      51.937489;        4.197278; -11774.707031 ; -6682.021973  ;        192.2; -260.40            ;       20.80;             26.9;       28.83; 411.00; 308.00; 411.00; 102.00; 102.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  995749;         99854; 123.16             ;               31.5; 0.891      ; 0.364      ; -10.353    ; -0.225      ; 0.107       ; -0.055      ; 10.894   ; 9.905    ; 18.004   ; 14.0      ; -5.6       ;         168.5;           33.7;            12; 2025-05-13       ; 15:45:36       ;      51.937489;        4.197278; -11774.707031 ; -6682.021973  ;        192.2; -240.41            ;       19.98;             26.9;       28.74; 411.00; 308.00; 411.00; 102.00; 102.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  995949;         99860; 122.64             ;               31.5; 0.283      ; -1.331     ; -10.879    ; 0.003       ; 0.019       ; -0.040      ; 10.894   ; 9.905    ; 18.004   ; 14.4      ; -5.5       ;         169.0;           33.7;            12; 2025-05-13       ; 15:45:36       ;      51.937489;        4.197278; -11774.707031 ; -6682.021973  ;        192.2; -254.09            ;       20.54;             26.1;       28.74; 411.00; 308.00; 411.00; 102.00; 102.00; 206.00; 102.00; 205.00; 102.00; 411.00; 
  996149;         99866; 122.16             ;               31.5; 0.512      ; -2.069     ; -11.569    ; 0.161       ; 0.063       ; -0.032      ; 10.894   ; 9.905    ; 18.004   ; 15.0      ; -5.4       ;         169.5;           33.7;            12; 2025-05-13       ; 15:45:37       ;      51.937614;        4.197459; -11762.300781 ; -6667.698730  ;        187.7; -257.24            ;       20.67;             26.1;       28.74; 102.00; 411.00; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 
  996349;         99874; 121.50             ;               31.5; 1.073      ; -1.939     ; -10.784    ; 0.005       ; 0.086       ; -0.013      ; 10.894   ; 9.905    ; 18.004   ; 15.5      ; -5.5       ;         170.0;           33.7;            12; 2025-05-13       ; 15:45:37       ;      51.937614;        4.197459; -11762.300781 ; -6667.698730  ;        187.7; -266.71            ;       21.05;             26.1;       28.65; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  996549;         99885; 120.51             ;               31.5; 1.384      ; -1.326     ; -9.658     ; -0.263      ; 0.015       ; -0.002      ; 10.894   ; 9.905    ; 18.004   ; 15.8      ; -5.7       ;         170.5;           33.7;            12; 2025-05-13       ; 15:45:37       ;      51.937614;        4.197459; -11762.300781 ; -6667.698730  ;        187.7; -258.30            ;       20.71;             26.1;       28.56; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  996749;         99889; 120.19             ;               31.5; 2.217      ; -0.034     ; -9.031     ; -0.165      ; 0.696       ; 0.064       ; 10.894   ; 9.905    ; 18.004   ; 15.7      ; -6.2       ;         170.9;           33.6;            12; 2025-05-13       ; 15:45:37       ;      51.937614;        4.197459; -11762.300781 ; -6667.698730  ;        187.7; -228.84            ;       19.50;             26.1;       28.56; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  996949;         99896; 119.62             ;               31.5; 1.207      ; -5.334     ; -11.689    ; 0.442       ; 0.776       ; 0.064       ; 10.894   ; 9.905    ; 18.004   ; 16.9      ; -6.3       ;         171.3;           33.6;            12; 2025-05-13       ; 15:45:37       ;      51.937614;        4.197459; -11762.300781 ; -6667.698730  ;        187.7; -236.20            ;       19.81;             26.1;       28.56; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  997149;         99903; 119.01             ;               31.5; 1.279      ; -2.610     ; -10.817    ; 0.045       ; 0.525       ; -0.001      ; 10.894   ; 9.905    ; 18.004   ; 17.4      ; -6.5       ;         171.6;           33.6;            12; 2025-05-13       ; 15:45:38       ;      51.937752;        4.197635; -11750.227539 ; -6652.429687  ;        183.7; -250.93            ;       20.42;             26.1;       28.65; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  997349;         99908; 118.63             ;               31.5; 0.809      ; -1.255     ; -11.358    ; -0.064      ; 0.334       ; 0.007       ; 10.894   ; 9.905    ; 18.004   ; 17.4      ; -6.4       ;         172.1;           33.6;            12; 2025-05-13       ; 15:45:38       ;      51.937752;        4.197635; -11750.227539 ; -6652.429687  ;        183.7; -200.43            ;       18.25;             26.1;       28.65; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  997549;         99911; 118.32             ;               31.4; 0.895      ; -1.542     ; -10.913    ; -0.005      ; 0.442       ; 0.043       ; 10.894   ; 9.905    ; 18.004   ; 17.6      ; -6.4       ;         172.4;           33.6;            12; 2025-05-13       ; 15:45:38       ;      51.937752;        4.197635; -11750.227539 ; -6652.429687  ;        183.7; -229.89            ;       19.54;             26.1;       28.56; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  997749;         99917; 117.84             ;               31.4; 1.077      ; -1.331     ; -8.887     ; -0.097      ; 0.681       ; 0.117       ; -20.558  ; 7.252    ; 20.552   ; 17.3      ; -9.2       ;         172.3;           33.7;            12; 2025-05-13       ; 15:45:38       ;      51.937752;        4.197635; -11750.227539 ; -6652.429687  ;        183.7; -225.68            ;       19.36;             26.1;       28.48; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  997949;         99923; 117.33             ;               31.4; 2.308      ; -1.370     ; -9.620     ; -0.252      ; 0.516       ; 0.173       ; -20.558  ; 7.252    ; 20.552   ; 17.1      ; -12.1      ;         172.3;           33.6;            12; 2025-05-13       ; 15:45:38       ;      51.937752;        4.197635; -11750.227539 ; -6652.429687  ;        183.7; -259.35            ;       20.76;             26.1;       28.04; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  998149;         99934; 116.42             ;               31.4; 2.174      ; -1.034     ; -11.009    ; -0.170      ; 0.108       ; 0.249       ; -20.558  ; 7.252    ; 20.552   ; 16.8      ; -14.6      ;         172.3;           33.6;            12; 2025-05-13       ; 15:45:39       ;      51.937881;        4.197824; -11737.250977 ; -6637.902344  ;        179.6; -248.83            ;       20.33;             26.1;       27.95; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  998349;         99947; 115.35             ;               31.4; 1.101      ; -1.216     ; -8.911     ; -0.261      ; -0.107      ; 0.366       ; -20.558  ; 7.252    ; 20.552   ; 16.5      ; -16.7      ;         172.2;           33.6;            12; 2025-05-13       ; 15:45:39       ;      51.937881;        4.197824; -11737.250977 ; -6637.902344  ;        179.6; -263.56            ;       20.92;             26.1;       27.95; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  998549;         99958; 114.36             ;               31.4; 2.423      ; -1.034     ; -10.827    ; -0.211      ; -0.069      ; 0.428       ; -20.558  ; 7.252    ; 20.552   ; 16.2      ; -18.7      ;         172.3;           33.6;            12; 2025-05-13       ; 15:45:39       ;      51.937881;        4.197824; -11737.250977 ; -6637.902344  ;        179.6; -319.32            ;       23.03;             26.1;       27.95; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  998749;         99967; 113.60             ;               31.4; 1.657      ; -0.603     ; -11.507    ; -0.080      ; 0.032       ; 0.404       ; -20.558  ; 7.252    ; 20.552   ; 15.8      ; -20.4      ;         172.3;           33.5;            12; 2025-05-13       ; 15:45:39       ;      51.937881;        4.197824; -11737.250977 ; -6637.902344  ;        179.6; -260.40            ;       20.80;             26.1;       27.86; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  998949;         99982; 112.36             ;               31.4; -0.129     ; 1.245      ; -13.192    ; -0.403      ; -0.084      ; 0.273       ; -20.558  ; 7.252    ; 20.552   ; 14.9      ; -21.5      ;         172.6;           33.6;            12; 2025-05-13       ; 15:45:39       ;      51.937881;        4.197824; -11737.250977 ; -6637.902344  ;        179.6; -286.70            ;       21.82;             26.1;       27.86; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  999149;         99989; 111.82             ;               31.3; 1.216      ; 0.599      ; -9.768     ; -0.353      ; 0.152       ; 0.231       ; -22.315  ; 4.776    ; 23.270   ; 14.0      ; -22.8      ;         172.9;           33.5;            12; 2025-05-13       ; 15:45:40       ;      51.937977;        4.198057; -11721.303711 ; -6627.345703  ;        174.2; -324.58            ;       23.22;             26.1;       27.42; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  999349;        100006; 110.39             ;               31.3; 0.110      ; -0.819     ; -16.808    ; -0.184      ; -0.159      ; 0.153       ; -22.315  ; 4.776    ; 23.270   ; 13.4      ; -23.6      ;         173.0;           33.5;            12; 2025-05-13       ; 15:45:40       ;      51.937977;        4.198057; -11721.303711 ; -6627.345703  ;        174.2; -327.74            ;       23.33;             26.1;       27.33; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  999549;        100019; 109.26             ;               31.3; 1.571      ; 1.657      ; -11.181    ; -0.365      ; -0.095      ; 0.115       ; -22.315  ; 4.776    ; 23.270   ; 12.2      ; -24.7      ;         173.4;           33.5;            12; 2025-05-13       ; 15:45:40       ;      51.937977;        4.198057; -11721.303711 ; -6627.345703  ;        174.2; -342.47            ;       23.85;             26.1;       27.25; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  999749;        100033; 107.37             ;               31.3; 1.456      ; 1.499      ; -15.543    ; -0.297      ; -0.017      ; 0.080       ; -22.315  ; 4.776    ; 23.270   ; 11.3      ; -25.5      ;         173.7;           33.5;            12; 2025-05-13       ; 15:45:40       ;      51.937977;        4.198057; -11721.303711 ; -6627.345703  ;        174.2; -355.09            ;       24.29;             26.1;       27.33; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
  999949;        100051; 106.58             ;               31.3; 0.819      ; 2.950      ; -13.958    ; -0.454      ; 0.015       ; 0.079       ; -22.315  ; 4.776    ; 23.270   ; 10.2      ; -26.2      ;         174.2;           33.5;            12; 2025-05-13       ; 15:45:40       ;      51.937977;        4.198057; -11721.303711 ; -6627.345703  ;        174.2; -346.67            ;       24.00;             26.1;       27.33; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
 1000149;        100062; 105.65             ;               31.3; 1.226      ; 4.109      ; -11.205    ; -0.669      ; 0.052       ; 0.102       ; -22.315  ; 4.776    ; 23.270   ; 8.6       ; -26.9      ;         174.8;           33.5;            12; 2025-05-13       ; 15:45:41       ;      51.938023;        4.198346; -11701.461914 ; -6622.280762  ;        168.3; -341.41            ;       23.81;             26.1;       27.42; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 206.00; 102.00; 411.00; 
 1000349;        100071; 104.91             ;               31.3; 1.513      ; -2.409     ; -16.276    ; 0.046       ; 0.012       ; 0.165       ; -22.315  ; 4.776    ; 23.270   ; 8.8       ; -27.4      ;         174.7;           33.4;            12; 2025-05-13       ; 15:45:41       ;      51.938023;        4.198346; -11701.461914 ; -6622.280762  ;        168.3; -400.33            ;       25.79;             26.1;       27.42; 102.00; 205.00; 102.00; 205.00; 102.00; 308.00; 102.00; 205.00; 102.00; 411.00; 
 1000549;        100082; 103.93             ;               31.3; 1.216      ; 1.274      ; -15.151    ; -0.211      ; -0.224      ; 0.166       ; -22.315  ; 4.776    ; 23.270   ; 8.2       ; -27.8      ;         175.0;           33.4;            12; 2025-05-13       ; 15:45:41       ;      51.938023;        4.198346; -11701.461914 ; -6622.280762  ;        168.3; -389.81            ;       25.45;             26.1;       27.42; 413.00; 102.00; 205.00; 102.00; 411.00; 102.00;  98.00; 102.00; 411.00; 102.00; 
 1000749;        100087; 103.57             ;               31.2; 1.427      ; 1.355      ; -18.005    ; -0.317      ; -0.353      ; 0.162       ; -22.315  ; 4.776    ; 23.270   ; 7.7       ; -28.2      ;         175.2;           33.5;            12; 2025-05-13       ; 15:45:41       ;      51.938023;        4.198346; -11701.461914 ; -6622.280762  ;        168.3; -396.12            ;       25.65;             26.1;       27.86; 413.00; 102.00; 205.00; 102.00; 411.00; 102.00;  98.00; 102.00; 411.00; 102.00; 
